timeSec,rawMm,filteredMm,baselineMm,deflectionCm,confidence,status
9.5367431640625e-07,,,,,0.8861196128504184,missing:no-static-markers
0.3884007930755615,0.0,0.0,,0.0,0.6,calibrating-baseline
0.5945148468017578,0.0,0.0,,0.0,0.6,calibrating-baseline
0.7274928092956543,0.0,0.0,,0.0,0.6,calibrating-baseline
0.8280448913574219,0.0,0.0,,0.0,0.6,calibrating-baseline
0.9939589500427246,0.0,0.0,,0.0,0.6,calibrating-baseline
1.1275060176849365,0.0,0.0,,0.0,0.6,calibrating-baseline
1.2609798908233643,0.0,0.0,,0.0,0.6,calibrating-baseline
1.393949031829834,0.0,0.0,,0.0,0.6,calibrating-baseline
1.5441768169403076,0.0,0.0,,0.0,0.6,calibrating-baseline
1.6774218082427979,0.0,0.0,,0.0,0.6,calibrating-baseline
1.8108129501342773,0.0,0.0,,0.0,0.6,calibrating-baseline
1.9434549808502197,0.0,0.0,,0.0,0.6,calibrating-baseline
2.0772879123687744,0.0,0.0,,0.0,0.6,calibrating-baseline
2.2113258838653564,0.0,0.0,,0.0,0.6,calibrating-baseline
2.343726873397827,0.0,0.0,,0.0,0.6,calibrating-baseline
2.4770450592041016,0.0,0.0,,0.0,0.6,calibrating-baseline
2.6110918521881104,0.0,0.0,,0.0,0.6,calibrating-baseline
2.7438158988952637,0.0,0.0,,0.0,0.6,calibrating-baseline
2.8638858795166016,0.0,0.0,,0.0,0.6,calibrating-baseline
2.9982409477233887,0.0,0.0,,0.0,0.6,calibrating-baseline
3.1353819370269775,0.0,0.0,,0.0,0.6,calibrating-baseline
3.26442289352417,0.0,0.0,,0.0,0.6,calibrating-baseline
3.399568796157837,0.0,0.0,,0.0,0.6,calibrating-baseline
3.53025484085083,0.0,0.0,,0.0,0.6,calibrating-baseline
3.6651909351348877,0.0,0.0,,0.0,0.6,calibrating-baseline
3.799474000930786,0.0,0.0,,0.0,0.6,calibrating-baseline
3.9299588203430176,0.0,0.0,,0.0,0.6,calibrating-baseline
4.062968730926514,0.0,0.0,,0.0,0.6,calibrating-baseline
4.199692010879517,0.0,0.0,,0.0,0.6,calibrating-baseline
4.334618806838989,0.0,0.0,,0.0,0.6,calibrating-baseline
