sampleId,weightG,standardDeflectionMm,collecting,measurementMethod,detectStatus,usedPointCount,rmsePx,inlierRatio,quality,timeSec,rawMm,unscaledRawMm,filteredMm,baselineMm,deflectionCm,confidence,status,measurementPositionPx,measurementPxPerMm
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.39422693848609924,1.0,0.8756494694203137,8.61615997950234,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1420725912990974
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3946959376335144,1.0,0.8755967070162296,8.649493312835673,0.39806875586509705,0.39806875586509705,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.5,3.1310603910451293
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3929361402988434,1.0,0.8757946842163801,8.682826646169007,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.142708014733242
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3990682065486908,1.0,0.8751048267632723,8.71615997950234,0.39806875586509705,0.39806875586509705,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.5,3.1310603910451293
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3984559178352356,1.0,0.875173709243536,8.749493312835673,0.39806875586509705,0.39806875586509705,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.5,3.1310603910451293
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.39813756942749023,1.0,0.8752095234394074,8.782826646169006,0.39806875586509705,0.39806875586509705,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.5,3.1316446027657867
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3978844881057739,1.0,0.8752379950881004,8.81615997950234,0.39806875586509705,0.39806875586509705,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.5,3.1310603910451293
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3994632363319397,1.0,0.8750603859126568,8.849493312835673,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.142181576763386
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.39254701137542725,1.0,0.8758384612202644,8.882826646169006,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3940487802028656,1.0,0.8756695122271776,8.91615997950234,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.142181576763386
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.38877952098846436,1.0,0.8762623038887977,8.949493312835672,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.142181576763386
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.39085853099823,1.0,0.876028415262699,8.982826646169006,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.142181576763386
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.39170771837234497,1.0,0.8759328816831112,9.016159979502339,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.142181576763386
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3948480188846588,1.0,0.8755795978754758,9.049493312835672,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3931654691696167,1.0,0.8757688847184181,9.082826646169005,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3961443603038788,1.0,0.8754337594658136,9.116159979502338,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.389006108045578,1.0,0.8762368128448724,9.149493312835672,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.398822158575058,1.0,0.8751325071603059,9.182826646169005,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.38230100274086,1.0,0.8769911371916532,9.216159979502338,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.38949158787727356,1.0,0.8761821963638067,9.249493312835671,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3860877752304077,1.0,0.876565125286579,9.282826646169005,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3833649754524231,1.0,0.8768714402616024,9.316159979502338,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.39037397503852844,1.0,0.8760829278081655,9.349493312835671,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3949761986732483,1.0,0.8755651776492596,9.382826646169004,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.384930819272995,1.0,0.8766952828317881,9.416159979502337,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.142181576763386
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3889145851135254,1.0,0.8762471091747284,9.44949331283567,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3923587203025818,1.0,0.8758596439659595,9.482826646169004,0.23884125351905824,0.23884125351905824,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.0,3.1331686932929355
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.395518958568573,1.0,0.8755041171610355,9.516159979502337,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.3896430730819702,1.0,0.8761651542782783,9.54949331283567,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
sample_002_100g,100.0,0.3,1,homography,fallback-aruco,12,0.38542163372039795,1.0,0.8766400662064552,9.582826646169003,0.31845500469207766,0.31845500469207766,0.20300728788390357,76.82726988196373,0.020300728788390357,0.6,tracking:target-only-static-unavailable,242.25,3.1415786029811823
