timeSec,rawMm,filteredMm,baselineMm,deflectionCm,confidence,status
1.0013580322265625e-05,,,,,0.6766692524215389,missing:low-homography-quality
0.09148788452148438,,,,,0.6795043639908397,missing:low-homography-quality
0.1568307876586914,,,,,0.6824440840979905,missing:low-homography-quality
0.22333574295043945,,,,,0.6824440840979905,missing:low-homography-quality
0.288165807723999,,,,,0.6826155309222834,missing:low-homography-quality
0.4074387550354004,,,,,0.6821011904494046,missing:low-homography-quality
0.4677879810333252,,,,,0.679248365863002,missing:low-homography-quality
0.5555100440979004,,,,,0.6835506878695485,missing:low-homography-quality
0.6245267391204834,,,,,0.6855758803658325,missing:low-homography-quality
0.6879918575286865,,,,,0.685489763561365,missing:low-homography-quality
0.7578239440917969,,,,,0.6837995685132294,missing:low-homography-quality
0.8299169540405273,,,,,0.6807904995618365,missing:low-homography-quality
0.898252010345459,,,,,0.6853175299524299,missing:low-homography-quality
0.9616329669952393,,,,,0.6839654889423501,missing:low-homography-quality
1.0299336910247803,,,,,0.6839654889423501,missing:low-homography-quality
1.09736967086792,,,,,0.6837995685132294,missing:low-homography-quality
1.1631920337677002,,,,,0.6837995685132294,missing:low-homography-quality
1.2288439273834229,,,,,0.6837995685132294,missing:low-homography-quality
1.2957518100738525,,,,,0.6838825287277898,missing:low-homography-quality
1.3652679920196533,,,,,0.6837166082986692,missing:low-homography-quality
1.4312849044799805,,,,,0.6837995685132294,missing:low-homography-quality
1.4966728687286377,,,,,0.6837995685132294,missing:low-homography-quality
1.5648887157440186,,,,,0.6837166082986692,missing:low-homography-quality
1.6300818920135498,,,,,0.6837995685132294,missing:low-homography-quality
1.6965670585632324,,,,,0.6837995685132294,missing:low-homography-quality
1.7646629810333252,,,,,0.6837995685132294,missing:low-homography-quality
1.8308179378509521,,,,,0.6837995685132294,missing:low-homography-quality
1.8979089260101318,,,,,0.6854036467568976,missing:low-homography-quality
1.9645988941192627,,,,,0.6837166082986692,missing:low-homography-quality
2.030895709991455,,,,,0.6836336480841088,missing:low-homography-quality
