timeSec,rawMm,unscaledRawMm,filteredMm,baselineMm,deflectionCm,confidence,status,measurementPositionPx,measurementPxPerMm
0.09729695320129395,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,148.75,2.124324876796568
0.1978750228881836,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,160.25,2.1062586197684308
0.31235504150390625,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,156.0,2.1158702578228556
0.4356529712677002,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,145.25,2.1499174233205562
0.5646951198577881,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,153.5,2.1171104233833193
0.6707899570465088,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,154.25,2.1448559557985103
0.8207590579986572,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,168.5,2.1185775989739435
0.9452800750732422,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,178.0,2.116730273316991
1.0731019973754883,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,178.75,2.1105646382762457
1.2091259956359863,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,170.75,2.1260831010136636
1.3334720134735107,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,164.0,2.1168527013503877
1.438539981842041,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,161.0,2.1155588428237566
1.556926965713501,,,,,,0.0,missing:fallback-no-target,,
1.6676630973815918,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,151.75,2.126357520544681
1.7997078895568848,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,148.0,2.1354704547458687
1.9405019283294678,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,134.5,2.1773313562617984
2.0691730976104736,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,141.0,2.1559355223590906
2.2050559520721436,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,153.5,2.13797492073143
2.341629981994629,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,159.0,2.1391388025016216
2.4701828956604004,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,156.0,2.138293624655828
2.6036479473114014,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,161.25,2.126446997054927
2.722756862640381,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,154.25,2.1229649181432113
2.840117931365967,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,149.5,2.1363171014203393
2.970262050628662,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,158.5,2.116063257330765
3.0704808235168457,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,160.5,2.1179579719330817
3.1998400688171387,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,157.5,2.114482296905437
3.3383660316467285,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,153.5,2.140127471734404
3.468064069747925,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,152.25,2.1303996561538336
3.5991740226745605,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,133.5,2.1834629815842357
3.6931869983673096,,,,,,0.0,missing:fallback-no-target,,
3.7987141609191895,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,148.5,2.1349647883595946
3.8922901153564453,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,150.25,2.1477926552248925
3.9939489364624023,,,,,,0.0,missing:fallback-no-target,,
4.094073057174683,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,155.0,2.134871333698044
4.199028968811035,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,157.75,2.1648968171613396
4.300662994384766,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,155.25,2.147366886213982
4.442211151123047,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,159.25,2.1448559557985103
4.5659730434417725,,,,,,0.0,missing:fallback-no-target,,
4.662436008453369,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,149.5,2.1535694906607374
4.770159006118774,,,,,,0.0,missing:fallback-no-target,,
4.8974289894104,,,,,,0.0,missing:fallback-no-target,,
4.995808124542236,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,134.75,2.1692545504496663
5.098921060562134,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,136.0,2.153260587765705
5.206799030303955,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,136.75,2.1687269285689466
5.334895849227905,,,,,,0.0,missing:fallback-no-target,,
5.434212923049927,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,135.25,2.1644023622373116
5.5589659214019775,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,154.25,2.14700700557434
5.660431861877441,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,149.75,2.1453746588953195
5.766415119171143,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,140.0,2.157377789857212
5.897057056427002,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,136.5,2.175896384621626
6.005508899688721,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,142.0,2.1559355223590906
6.129148960113525,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,135.5,2.1773313562617984
6.249265909194946,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,139.5,2.1759675012666286
6.375557899475098,,,,,,0.0,missing:fallback-no-target,,
6.50656795501709,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,138.0,2.157377789857212
6.639415979385376,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,136.0,2.1769453183082055
6.7681968212127686,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,139.0,2.158861323853287
6.902962923049927,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,137.5,2.1773313562617984
7.039232969284058,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,136.75,2.1677479640719493
7.168536186218262,,,,,,0.0,missing:fallback-no-target,,
7.2705769538879395,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,136.5,2.178807834869765
7.406408071517944,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,137.75,2.165659162552694
7.5343639850616455,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,138.5,2.1773313562617984
7.633942127227783,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,137.75,2.165659162552694
7.74051308631897,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,138.0,2.157377789857212
7.872384071350098,,,,,,0.0,missing:fallback-no-target,,
8.004960060119629,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,136.0,2.179803613617536
8.109141111373901,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,138.0,2.1768768492899713
8.242340087890625,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,137.0,2.179803613617536
8.376004934310913,0.0,0.0,0.0,69.43863135293144,0.0,0.6,calibrating-baseline,134.75,2.170800083182094
8.528266906738281,-5.41307017252525,-5.41307017252525,-5.41307017252525,69.43863135293144,-0.5413070172525251,0.6,tracking:target-only-static-unavailable,137.5,2.178807834869765
8.639931917190552,-5.762300506236556,-5.762300506236556,-5.41307017252525,69.43863135293144,-0.5413070172525251,0.6,tracking:target-only-static-unavailable,136.75,2.1692545504496663
8.78393006324768,-5.063839838813943,-5.063839838813943,-5.41307017252525,69.43863135293144,-0.5413070172525251,0.6,tracking:target-only-static-unavailable,138.25,2.166504629651152
8.90273404121399,-2.9684578365461047,-2.9684578365461047,-5.41307017252525,69.43863135293144,-0.5413070172525251,0.6,tracking:target-only-static-unavailable,142.75,2.1692545504496663
9.043599128723145,-3.4340982814945136,-3.4340982814945136,-5.41307017252525,69.43863135293144,-0.5413070172525251,0.6,tracking:target-only-static-unavailable,141.75,2.166948769790315
9.178073167800903,-5.645890394999454,-5.645890394999454,-5.41307017252525,69.43863135293144,-0.5413070172525251,0.6,tracking:target-only-static-unavailable,137.0,2.158861323853287
9.315118074417114,-5.41307017252525,-5.41307017252525,-5.15633210771455,69.43863135293144,-0.515633210771455,0.6,tracking:target-only-static-unavailable,137.5,2.178807834869765
