timeSec,rawMm,filteredMm,baselineMm,deflectionCm,confidence,status
9.5367431640625e-07,,,,,0.0,missing:fallback-no-target
0.23816418647766113,,,,,0.0,missing:fallback-no-target
0.697221040725708,,,,,0.0,missing:fallback-no-target
1.0368051528930664,,,,,0.0,missing:fallback-no-target
1.2338128089904785,,,,,0.0,missing:fallback-no-target
1.4048511981964111,,,,,0.0,missing:fallback-no-target
1.6086151599884033,,,,,0.0,missing:fallback-no-target
1.8081960678100586,,,,,0.0,missing:fallback-no-target
2.004556894302368,,,,,0.0,missing:fallback-no-target
2.1754150390625,,,,,0.0,missing:fallback-no-target
2.3422720432281494,,,,,0.0,missing:fallback-no-target
2.506031036376953,,,,,0.0,missing:fallback-no-target
2.6729891300201416,,,,,0.0,missing:fallback-no-target
2.8405520915985107,,,,,0.0,missing:fallback-no-target
3.0045180320739746,,,,,0.0,missing:fallback-no-target
3.176086902618408,,,,,0.0,missing:fallback-no-target
3.367125988006592,,,,,0.0,missing:fallback-no-target
3.537299156188965,,,,,0.0,missing:fallback-no-target
3.7047250270843506,,,,,0.0,missing:fallback-no-target
3.8726072311401367,,,,,0.0,missing:fallback-no-target
4.037896156311035,,,,,0.0,missing:fallback-no-target
4.201930284500122,,,,,0.0,missing:fallback-no-target
4.371744871139526,,,,,0.0,missing:fallback-no-target
4.544107913970947,,,,,0.0,missing:fallback-no-target
4.709100961685181,,,,,0.0,missing:fallback-no-target
4.869034051895142,,,,,0.0,missing:fallback-no-target
5.042248010635376,,,,,0.0,missing:fallback-no-target
5.240814924240112,,,,,0.0,missing:fallback-no-target
5.402374029159546,,,,,0.0,missing:fallback-no-target
5.571965217590332,,,,,0.0,missing:fallback-no-target
5.736418008804321,,,,,0.0,missing:fallback-no-target
5.907727956771851,,,,,0.0,missing:fallback-no-target
6.072941064834595,,,,,0.0,missing:fallback-no-target
6.242050886154175,,,,,0.0,missing:fallback-no-target
6.408800840377808,,,,,0.0,missing:fallback-no-target
6.575048208236694,,,,,0.0,missing:fallback-no-target
6.738670110702515,,,,,0.0,missing:fallback-no-target
6.9029860496521,,,,,0.0,missing:fallback-no-target
7.073872089385986,,,,,0.0,missing:fallback-no-target
7.243260145187378,,,,,0.0,missing:fallback-no-target
7.402120113372803,,,,,0.0,missing:fallback-no-target
7.57967209815979,,,,,0.0,missing:fallback-no-target
7.741626024246216,,,,,0.0,missing:fallback-no-target
7.9008400440216064,,,,,0.0,missing:fallback-no-target
8.075427055358887,,,,,0.0,missing:fallback-no-target
8.238082885742188,,,,,0.0,missing:fallback-no-target
8.402013063430786,,,,,0.0,missing:fallback-no-target
8.576725959777832,,,,,0.0,missing:fallback-no-target
8.74233603477478,,,,,0.0,missing:fallback-no-target
8.903757095336914,,,,,0.0,missing:fallback-no-target
9.070811986923218,,,,,0.0,missing:fallback-no-target
9.247850179672241,,,,,0.0,missing:fallback-no-target
9.442844152450562,,,,,0.0,missing:fallback-no-target
9.611397981643677,,,,,0.0,missing:fallback-no-target
9.780614137649536,,,,,0.0,missing:fallback-no-target
9.946375131607056,,,,,0.0,missing:fallback-no-target
10.107414960861206,,,,,0.0,missing:fallback-no-target
10.276289939880371,,,,,0.0,missing:fallback-no-target
10.439999103546143,,,,,0.0,missing:fallback-no-target
10.611577033996582,,,,,0.0,missing:fallback-no-target
10.802982091903687,,,,,0.0,missing:fallback-no-target
10.973072052001953,,,,,0.0,missing:fallback-no-target
11.13977313041687,,,,,0.0,missing:fallback-no-target
11.307177066802979,,,,,0.0,missing:fallback-no-target
11.477119207382202,,,,,0.0,missing:fallback-no-target
11.640665054321289,,,,,0.0,missing:fallback-no-target
11.807513952255249,,,,,0.0,missing:fallback-no-target
11.970937013626099,,,,,0.0,missing:fallback-no-target
12.139295816421509,,,,,0.0,missing:fallback-no-target
12.309027910232544,,,,,0.0,missing:fallback-no-target
12.472800970077515,,,,,0.0,missing:fallback-no-target
12.638621091842651,,,,,0.0,missing:fallback-no-target
