sampleId,weightG,standardDeflectionMm,collecting,measurementMethod,detectStatus,usedPointCount,rmsePx,inlierRatio,staticAxisSource,staticPlaneTiltDeg,staticRollDeg,staticPoseRmsePx,quality,timeSec,rawMm,unscaledRawMm,filteredMm,baselineMm,deflectionCm,confidence,status,measurementPositionPx,measurementPxPerMm
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2703269124031067,1.0,pose,3.165703716945931,1.9183335968966557,0.4149341881275177,0.9695882223546504,5.545693429311107,1.1618834151209796,1.1618834151209796,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.0253601074219,2.1304357984796476
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2816570997238159,1.0,pose,3.170710337891963,1.9214782191877755,0.43409720063209534,0.9683135762810706,5.57902676264444,1.169816559213821,1.169816559213821,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.0422668457031,2.127599005569198
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2751530110836029,1.0,pose,3.154154878419764,1.9201634129197365,0.4243556261062622,0.9690452862530947,5.612360095977773,1.21021258716672,1.21021258716672,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.12835693359375,2.1245177000424773
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2875918745994568,1.0,pose,3.2217689505827476,1.9159563461791755,0.43951550126075745,0.9676459141075611,5.645693429311106,1.2545895069207198,1.2545895069207198,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.2229309082031,2.1228557497029787
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2715575397014618,1.0,pose,3.2109652881708666,1.9184133799912588,0.4174310564994812,0.9694497767835855,5.6790267626444395,1.269754127127072,1.269754127127072,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.2552490234375,2.128699540053548
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.28240102529525757,1.0,pose,3.1929743964221435,1.9221317903338355,0.43242180347442627,0.9682298846542834,5.712360095977773,1.2175872608270328,1.2175872608270328,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.1440734863281,2.1245301831106924
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2606962025165558,1.0,pose,3.142295651259962,1.9138730861630984,0.39814651012420654,0.9706716772168875,5.745693429311106,1.2127042244810782,1.2127042244810782,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.1336669921875,2.1242936754322628
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2713254988193512,1.0,pose,3.1940958022968036,1.916127020479283,0.4156622588634491,0.969475881382823,5.779026762644439,1.1895635009178436,1.1895635009178436,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.0843505859375,2.1238872807007327
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2773238718509674,1.0,pose,3.1803032010531367,1.9143550154044395,0.42366376519203186,0.9688010644167662,5.812360095977772,1.2611049953002196,1.2611049953002196,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.23681640625,2.126991564660624
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2749089300632477,1.0,pose,3.2187500405989344,1.9139790090918731,0.42419323325157166,0.9690727453678847,5.845693429311106,1.2911048813552792,1.2911048813552792,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.3007507324219,2.1286109541525153
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2883429229259491,1.0,pose,3.193417346652412,1.9207353800147127,0.443376749753952,0.9675614211708308,5.879026762644439,1.3043792939438426,1.3043792939438426,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.32904052734375,2.1275823853410563
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2772775888442993,1.0,pose,3.190236633938646,1.9180838784309708,0.4259621202945709,0.9688062712550163,5.912360095977772,1.3034198703802677,1.3034198703802677,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.3269958496094,2.127170847720111
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.26107141375541687,1.0,pose,3.1081012409102473,1.916847575185048,0.40313565731048584,0.9706294659525156,5.945693429311105,1.2210669612143263,1.2210669612143263,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.1514892578125,2.1274787845784084
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2626919150352478,1.0,pose,3.1640696705691935,1.9162660086297247,0.4047633111476898,0.9704471595585347,5.979026762644438,1.2217256699296164,1.2217256699296164,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.15289306640625,2.127278518377259
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2640553414821625,1.0,pose,3.1741881052628167,1.9151046963040832,0.40533778071403503,0.9702937740832567,6.012360095977772,1.212618305952997,1.212618305952997,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.13348388671875,2.1255499854708866
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2624044716358185,1.0,pose,3.134680466362511,1.9177458439072088,0.40457603335380554,0.9704794969409705,6.045693429311105,1.2099118723184354,1.2099118723184354,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.1277160644531,2.125711572692597
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2616864740848541,1.0,pose,3.1786296625924115,1.9133962766666672,0.40489763021469116,0.9705602716654538,6.079026762644438,1.2101266686386387,1.2101266686386387,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.128173828125,2.1258268532582294
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2642611861228943,1.0,pose,3.1902646386837015,1.9159132547140294,0.4061015844345093,0.9702706165611743,6.112360095977771,1.2118450392002649,1.2118450392002649,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.1318359375,2.1251984565509487
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2684561610221863,1.0,pose,3.1676993527928494,1.9199446263128828,0.41208988428115845,0.969798681885004,6.1456934293111045,1.2118736787096254,1.2118736787096254,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.13189697265625,2.125550847204242
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.26837775111198425,1.0,pose,3.168817738771107,1.918529870103146,0.4128998816013336,0.9698075029999018,6.179026762644438,1.2079071066632046,1.2079071066632046,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.1234436035156,2.1254119017277526
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2602089047431946,1.0,pose,3.2520120390701295,1.919107269210856,0.40110552310943604,0.9707264982163906,6.212360095977771,1.2655297994964074,1.2655297994964074,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.2462463378906,2.127033200510735
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2666647732257843,1.0,pose,3.1876942159700627,1.9165394059980576,0.4119584560394287,0.9700002130120993,6.245693429311104,1.221897506985779,1.221897506985779,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.15325927734375,2.124860822584752
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.26615002751350403,1.0,pose,3.188678334172929,1.9184606388714553,0.40977901220321655,0.9700581219047308,6.279026762644437,1.208651733906576,1.208651733906576,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.1250305175781,2.1245312592441308
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.27044546604156494,1.0,pose,3.151451007056345,1.920570252027679,0.417462021112442,0.9695748850703239,6.312360095977771,1.2275824495938261,1.2275824495938261,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.1653747558594,2.1246756862422886
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.26905739307403564,1.0,pose,3.2176546891338207,1.9174828993834014,0.41449883580207825,0.969731043279171,6.345693429311104,1.2295585757396963,1.2295585757396963,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.1695861816406,2.1257012303745455
sample_001_500g,500.0,1.42,1,target-local-scale,fallback-aruco,20,0.2633470892906189,1.0,pose,3.2718477410026856,1.9195478134368131,0.40515461564064026,0.9703734524548053,6.379026762644437,1.2146946703816286,1.2146946703816286,1.2854243770697535,371.41990184242724,0.12854243770697535,0.6,tracking:static-pose,489.1379089355469,2.123824689510626
