timeSec,rawMm,unscaledRawMm,filteredMm,baselineMm,deflectionCm,confidence,status
0.050347089767456055,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.11910200119018555,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.18766093254089355,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.254162073135376,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.32308101654052734,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.3817589282989502,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.45242881774902344,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.5228469371795654,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.5917551517486572,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.6494700908660889,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.7188818454742432,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.7855219841003418,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.8501410484313965,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.9171810150146484,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
0.9850938320159912,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.0522608757019043,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.115617036819458,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.1850991249084473,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.2509238719940186,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.3184337615966797,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.387186050415039,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.4507191181182861,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.5236108303070068,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.5827908515930176,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.6504840850830078,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.719937801361084,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.7846300601959229,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.8526968955993652,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.9174847602844238,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
1.9833197593688965,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.0505080223083496,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.1199440956115723,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.183342933654785,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.263612985610962,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.323906898498535,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.386363983154297,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.4557619094848633,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.518419027328491,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.5842440128326416,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.649901866912842,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.719012975692749,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.7844278812408447,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.8504557609558105,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.918060779571533,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
2.9809060096740723,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
3.048452854156494,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
3.117870807647705,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline
