timeSec,rawMm,filteredMm,baselineMm,deflectionCm,confidence,status
0.04504084587097168,0.0,0.0,,0.0,0.6,calibrating-baseline
0.11501908302307129,0.0,0.0,,0.0,0.6,calibrating-baseline
0.1830751895904541,0.0,0.0,,0.0,0.6,calibrating-baseline
0.24676108360290527,0.0,0.0,,0.0,0.6,calibrating-baseline
0.3155090808868408,0.0,0.0,,0.0,0.6,calibrating-baseline
0.38119006156921387,0.0,0.0,,0.0,0.6,calibrating-baseline
0.44999027252197266,0.0,0.0,,0.0,0.6,calibrating-baseline
0.5199689865112305,0.0,0.0,,0.0,0.6,calibrating-baseline
0.5822567939758301,0.0,0.0,,0.0,0.6,calibrating-baseline
0.6468000411987305,0.0,0.0,,0.0,0.6,calibrating-baseline
0.7147040367126465,0.0,0.0,,0.0,0.6,calibrating-baseline
0.7829740047454834,0.0,0.0,,0.0,0.6,calibrating-baseline
0.8473589420318604,0.0,0.0,,0.0,0.6,calibrating-baseline
0.9168949127197266,0.0,0.0,,0.0,0.6,calibrating-baseline
0.980384111404419,0.0,0.0,,0.0,0.6,calibrating-baseline
1.0483241081237793,0.0,0.0,,0.0,0.6,calibrating-baseline
1.1128089427947998,0.0,0.0,,0.0,0.6,calibrating-baseline
1.180922031402588,0.0,0.0,,0.0,0.6,calibrating-baseline
1.2473580837249756,0.0,0.0,,0.0,0.6,calibrating-baseline
1.3186419010162354,0.0,0.0,,0.0,0.6,calibrating-baseline
1.3820600509643555,0.0,0.0,,0.0,0.6,calibrating-baseline
1.4465570449829102,0.0,0.0,,0.0,0.6,calibrating-baseline
1.5144729614257812,0.0,0.0,,0.0,0.6,calibrating-baseline
1.5816729068756104,0.0,0.0,,0.0,0.6,calibrating-baseline
1.6478469371795654,0.0,0.0,,0.0,0.6,calibrating-baseline
1.712967872619629,0.0,0.0,,0.0,0.6,calibrating-baseline
1.7816970348358154,0.0,0.0,,0.0,0.6,calibrating-baseline
1.847992181777954,0.0,0.0,,0.0,0.6,calibrating-baseline
1.916651964187622,0.0,0.0,,0.0,0.6,calibrating-baseline
1.979391098022461,0.0,0.0,,0.0,0.6,calibrating-baseline
2.0459508895874023,0.0,0.0,,0.0,0.6,calibrating-baseline
2.114042043685913,0.0,0.0,,0.0,0.6,calibrating-baseline
2.177724838256836,0.0,0.0,,0.0,0.6,calibrating-baseline
2.2446751594543457,0.0,0.0,,0.0,0.6,calibrating-baseline
2.3138720989227295,0.0,0.0,,0.0,0.6,calibrating-baseline
2.3792271614074707,0.0,0.0,,0.0,0.6,calibrating-baseline
2.4486441612243652,0.0,0.0,,0.0,0.6,calibrating-baseline
2.518238067626953,0.0,0.0,,0.0,0.6,calibrating-baseline
2.581616163253784,0.0,0.0,,0.0,0.6,calibrating-baseline
2.646958112716675,0.0,0.0,,0.0,0.6,calibrating-baseline
2.719507932662964,0.0,0.0,,0.0,0.6,calibrating-baseline
2.7854089736938477,0.0,0.0,,0.0,0.6,calibrating-baseline
2.8446640968322754,0.0,0.0,,0.0,0.6,calibrating-baseline
2.913808822631836,0.0,0.0,,0.0,0.6,calibrating-baseline
2.980617046356201,0.0,0.0,,0.0,0.6,calibrating-baseline
3.0476250648498535,0.0,0.0,,0.0,0.6,calibrating-baseline
3.116664171218872,0.0,0.0,,0.0,0.6,calibrating-baseline
3.1793830394744873,0.0,0.0,,0.0,0.6,calibrating-baseline
3.247408151626587,0.0,0.0,,0.0,0.6,calibrating-baseline
3.3140270709991455,0.0,0.0,,0.0,0.6,calibrating-baseline
3.38201904296875,0.0,0.0,,0.0,0.6,calibrating-baseline
3.4487180709838867,0.0,0.0,,0.0,0.6,calibrating-baseline
3.516740083694458,0.0,0.0,,0.0,0.6,calibrating-baseline
3.580328941345215,0.0,0.0,,0.0,0.6,calibrating-baseline
3.646714210510254,0.0,0.0,,0.0,0.6,calibrating-baseline
3.712804079055786,0.0,0.0,,0.0,0.6,calibrating-baseline
3.778920888900757,0.0,0.0,,0.0,0.6,calibrating-baseline
3.8469619750976562,0.0,0.0,,0.0,0.6,calibrating-baseline
3.9111580848693848,0.0,0.0,,0.0,0.6,calibrating-baseline
3.9815638065338135,0.0,0.0,101.61352709317318,0.0,0.6,calibrating-baseline
4.046159029006958,-0.002032727602710338,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.115350961685181,-0.0026508560689393335,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.178727865219116,-0.0003842281626020849,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.246129989624023,-0.005051557315255195,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.316025018692017,-0.0034721135712203477,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.380518913269043,0.038871709602702254,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.447399854660034,0.03703425202613175,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.514656066894531,0.035088509765557774,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.57873797416687,0.042458455699645015,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.648866176605225,0.04311875472491522,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.71521782875061,0.042400615867308034,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.781461000442505,0.03807124799193673,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.848037242889404,0.04013541407421428,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.914508104324341,-0.5076707626229222,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
4.982330083847046,-0.508334269484024,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.048452138900757,-0.5077831288712957,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.116128921508789,-0.5112434686573124,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.181586980819702,-0.5078848961341151,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.246971845626831,0.005164923860121462,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.31199312210083,-0.5159900456111046,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.378835916519165,0.034289316563729244,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.450989007949829,0.032626098098418765,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.514019012451172,0.029526584134970335,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.579492092132568,0.029495213157588296,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.64889121055603,0.026167917332784896,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.718171834945679,0.029696665186378368,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.780596017837524,0.030811533574990335,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.846405029296875,0.03524149968069423,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.912955045700073,0.037872516755030006,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
5.98167610168457,0.03712704601088035,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
6.048058032989502,0.03546874744537831,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
6.114490032196045,0.03731456780407427,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
6.186063051223755,0.006983065007688083,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
6.248544931411743,0.008903971764084417,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
6.311218023300171,-1.1677232655255239,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
6.37795090675354,-2.106434861584873,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
6.445166110992432,-3.367017711779255,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
6.5141119956970215,-3.3000904389841708,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
6.578762054443359,-4.172156337431687,-0.002032727602710338,101.61352709317318,-0.0002032727602710338,0.6,tracking:fallback-aruco
6.6475300788879395,-4.1658157522306,-0.2492997043468848,101.61352709317318,-0.024929970434688482,0.6,tracking:fallback-aruco
6.714500188827515,-4.163029268269,-0.2492997043468848,101.61352709317318,-0.024929970434688482,0.6,tracking:fallback-aruco
6.777953147888184,-4.864750661436062,-0.5315209060757432,101.61352709317318,-0.05315209060757432,0.6,tracking:fallback-aruco
6.849093198776245,-5.838170511213065,-0.5315209060757432,101.61352709317318,-0.05315209060757432,0.6,tracking:fallback-aruco
