sampleId,frameCount,validFrameCount,deflectionMeanMm,deflectionP50Mm,deflectionP05Mm,deflectionP95Mm,deflectionStdMm,deflectionRangeMm,deflectionSlopeMmPerSec,driftMmPerMin,validRate,confidenceMean,qualityMean,weightG,standardDeflectionMm,phoneMinusStandardMm
sample_001_50g,70,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.8754908209719828,50.0,0.0,0.0
sample_002_100g,67,67,0.20300728788390354,0.20300728788390357,0.20300728788390357,0.20300728788390357,2.7755575615628914e-17,0.0,-7.290479434671946e-34,-4.374287660803168e-32,1.0,0.6000000000000001,0.8755147073328938,100.0,0.3,-0.09699271211609645
sample_003_150g,68,68,0.5784026755512598,0.6049290246295704,0.4045077204823342,0.6049290246295704,0.06791758447644815,0.20042130414723625,0.01712736817040992,1.027642090224595,1.0,0.6000000000000001,0.8747363227507209,150.0,0.52,0.058402675551259775
sample_004_350g,66,66,1.4698924120854664,1.4698924120854664,1.4698924120854664,1.4698924120854664,0.0,0.0,0.0,0.0,1.0,0.6,0.8747797088934615,350.0,1.44,0.029892412085466447
sample_005_650g,68,68,2.8286838879843494,2.78778706476293,2.583124292017683,2.9889375525341353,0.13699568181466998,0.40581326051645217,0.05307555235876788,3.1845331415260727,1.0,0.6000000000000001,0.8742121287818778,650.0,2.8,0.02868388798434962
sample_006_800g,71,71,4.245644333482843,4.303603816071571,4.09784765288158,4.303603816071571,0.09255387153426316,0.20575616318999135,0.03114335057956853,1.8686010347741118,1.0,0.6000000000000001,0.874311356000917,800.0,3.71,0.5356443334828427
sample_007_600g,72,72,3.1996037664124404,3.19960376641244,3.19960376641244,3.19960376641244,4.440892098500626e-16,0.0,-3.4711625161182873e-32,-2.0826975096709725e-30,1.0,0.6,0.8743318276293576,600.0,2.69,0.5096037664124404
sample_008_800g,69,69,3.970582783890841,4.052838515782242,3.850846875277642,4.052838515782242,0.11131787488531288,0.41392306419812464,0.039405021451951586,2.364301287117095,1.0,0.6000000000000001,0.8739647760760525,800.0,3.6,0.37058278389084087
sample_009_1800g,67,67,10.222526056159897,10.36611140682328,9.748783315819141,10.36611140682328,0.20368934748683581,0.6173280910041381,0.07363728490388177,4.418237094232906,1.0,0.6000000000000001,0.8739086825923242,1800.0,9.49,0.7325260561598963
sample_010_2300g,63,63,14.090706650865794,14.043054279717497,14.043054279717497,14.243194238540337,0.08524315294131024,0.20013995882283986,0.026959410831140056,1.6175646498684033,1.0,0.6000000000000002,0.8734759723714421,2300.0,12.4,1.6907066508657937
sample_011_2000g,66,66,12.757314491802811,12.723791525763126,12.723791525763126,12.924929322001244,0.07495963087215562,0.20113779623811823,-0.021431226199323146,-1.2858735719593888,1.0,0.6,0.8737841593677348,2000.0,11.0,1.757314491802811
