sampleId,frameCount,validFrameCount,deflectionMeanMm,deflectionP50Mm,deflectionP05Mm,deflectionP95Mm,deflectionStdMm,deflectionRangeMm,deflectionSlopeMmPerSec,driftMmPerMin,validRate,confidenceMean,qualityMean,weightG,standardDeflectionMm,phoneMinusStandardMm
sample_016_3080.1g,30,30,12.058377648404512,12.068301647133984,11.983095152171343,12.139028594117478,0.049555319871847386,0.16174338359554596,0.01446544245160119,0.8679265470960714,1.0,0.6000000000000001,0.8836716973036527,3080.1,13.7,-1.6416223515954869
sample_017_2929g,28,28,11.634074106561346,11.637594819545605,11.601667069452876,11.658765829615557,0.0170071154698172,0.06486396891283164,-0.000761460373719723,-0.045687622423183374,1.0,0.6,0.8840377858254527,2929.0,13.4,-1.765925893438654
sample_018_2777.1g,28,28,11.180947103376123,11.188144423261345,11.127981022845221,11.21545894202893,0.02882982117795889,0.10008086963330598,-0.0022947329975713396,-0.13768397985428038,1.0,0.6,0.8842231346108019,2777.1,13.15,-1.969052896623877
sample_019_2635.3g,27,27,10.834262630687082,10.826151914660752,10.792136635063528,10.921848709016674,0.035597104311838434,0.13863456116594364,0.008792514030045882,0.5275508418027529,1.0,0.6,0.8844167685260375,2635.3,12.7,-1.8657373693129173
sample_020_2479.9g,28,28,10.428397144710175,10.430463017188416,10.397650792736819,10.461421991787246,0.019866806781326053,0.07476096395535237,-0.0048937756906332775,-0.29362654143799666,1.0,0.6,0.8844851190171074,2479.9,12.45,-2.0216028552898244
sample_021_2366g,28,28,10.142711171294616,10.146921615431003,10.085000775781994,10.189080528838991,0.04027807788630151,0.1549232628098487,0.0027486803223200178,0.16492081933920105,1.0,0.6,0.8842672628164291,2366.0,11.9,-1.7572888287053843
sample_022_2240.1g,28,28,9.651882607561829,9.653713146725433,9.624873029811006,9.6905921914107,0.023151516122879034,0.08941174316862899,-0.002603344803124296,-0.15620068818745775,1.0,0.6,0.8851899653486909,2240.1,11.38,-1.7281173924381719
sample_023_2154.8g,28,28,9.530721388961723,9.53989927219839,9.48676423950463,9.560937545572322,0.026461471267407586,0.0927866252001106,-0.00036680449263217223,-0.022008269557930334,1.0,0.6,0.8850047503145679,2154.8,11.18,-1.6492786110382767
sample_024_2028.5g,28,28,9.24898282220798,9.258242713599177,9.178484092043046,9.293719418841995,0.03632358342198809,0.12987851017496332,0.005407025391920514,0.3244215235152308,1.0,0.6,0.8855547348782419,2028.5,10.88,-1.631017177792021
sample_025_1907.6g,27,27,8.91889149298072,8.924293184725705,8.872964953003747,8.96073079699229,0.026006991935385033,0.11229470707428213,-0.0073411534814443544,-0.44046920888666125,1.0,0.6,0.8851339285075664,1907.6,10.3,-1.381108507019281
sample_026_1794.7g,27,27,8.637106494773365,8.64092812290713,8.597465503908122,8.668546542385066,0.02519889878145665,0.10079743268845576,-0.0069233082634552355,-0.41539849580731414,1.0,0.6,0.8850937272856633,1794.7,9.95,-1.3128935052266346
sample_027_1667.4g,26,26,8.269226752830374,8.2619628391769,8.223697072449099,8.31750686701161,0.03429923349884325,0.10376541087123492,-0.012758871294263823,-0.7655322776558294,1.0,0.5999999999999999,0.884558168242757,1667.4,9.49,-1.2207732471696264
sample_028_1558.7g,28,28,7.903700301194919,7.9188539405196785,7.817187859981299,7.944659262771326,0.04623407688412268,0.196237447412984,0.008352198768746268,0.5011319261247761,1.0,0.6,0.8844824267498084,1558.7,9.27,-1.3662996988050802
sample_029_1464.4g,28,28,7.564018463937992,7.557998118716702,7.514753986470374,7.624523133670945,0.03419197007732646,0.11534827846752371,0.00017874757646596135,0.010724854587957681,1.0,0.6,0.8851104421620922,1464.4,9.15,-1.5859815360620084
sample_030_1361.2g,28,28,7.199809142401437,7.190322624260018,7.144566219253542,7.282970642235013,0.042904420567963654,0.14657859698748865,0.010891358702324425,0.6534815221394654,1.0,0.6,0.884431316299098,1361.2,8.75,-1.5501908575985626
sample_031_1243.6g,28,28,6.778088341540667,6.766509635170016,6.7484311839766065,6.821960815657642,0.02750461632437411,0.11636508995729056,-0.008968799357057612,-0.5381279614234568,1.0,0.6,0.8847027501038143,1243.6,8.18,-1.4019116584593325
sample_032_1162.8g,28,28,6.517507238466949,6.518509581695261,6.439638911274604,6.571819072173492,0.04347215113499488,0.14042574473782476,0.008187282610770395,0.4912369566462237,1.0,0.6,0.8843175106495618,1162.8,8.02,-1.502492761533051
sample_033_1092.7g,28,28,6.233291101974422,6.225668544840612,6.204831841236666,6.275750028547731,0.020720426090381102,0.07321401231909519,0.0034303253039989334,0.205819518239936,1.0,0.6,0.8849051892305059,1092.7,7.55,-1.3167088980255777
sample_034_989.1g,28,28,5.095161455383929,5.095034890105625,5.038495264229319,5.130949151425396,0.031043690221595033,0.09709765496280287,0.0011949514930417369,0.07169708958250422,1.0,0.6,0.8840312254295818,989.1,6.66,-1.5648385446160713
sample_035_499.8g,28,28,3.1241679586231728,3.121989496983131,3.084194201627093,3.1795138705051786,0.03223526912776343,0.0992827465556183,-0.00024024329011141488,-0.014414597406684894,1.0,0.6,0.9594925959727592,499.8,4.71,-1.5858320413768272
sample_036_300g,28,28,2.3714943515380495,2.3697239900990823,2.3420900876608255,2.4121030931613214,0.02010778822171413,0.08105228899053474,0.0006563114882264091,0.03937868929358455,1.0,0.6,0.9602437634553229,300.0,3.6,-1.2285056484619505
sample_037_200g,28,28,2.1378269595787747,2.137794846120136,2.0820958038277557,2.172721178057022,0.026993528221855297,0.11676818468406225,0.0021337937847664265,0.12802762708598558,1.0,0.6,0.9620957139480326,200.0,3.41,-1.2721730404212255
sample_038_100g,28,28,1.6780009992951803,1.6807636249938183,1.641785373211993,1.7058193288542585,0.020591870305620076,0.07859876633453289,-0.003024726959937567,-0.18148361759625403,1.0,0.6,0.9620281585625239,100.0,1.7,-0.021999000704819638
sample_039_50g,28,28,1.4450869492238243,1.4390686205964975,1.4019098855317442,1.4846599001672351,0.028910409357461867,0.0941897264669489,0.004368124483734958,0.26208746902409746,1.0,0.6,0.9625852161353189,50.0,0.9,0.5450869492238243
sample_040_0g,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,1.0,0.0,0.0,0.0
