timeSec,rawMm,unscaledRawMm,filteredMm,baselineMm,deflectionCm,confidence,status,measurementPositionPx,measurementPxPerMm
0.05036211013793945,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-670.4090576171875,2.7870027705211764
0.11787700653076172,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-669.6442260742188,2.7870031408989777
0.18511414527893066,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-669.6326904296875,2.7870027705211764
0.25189995765686035,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-670.4241943359375,2.7870033260879157
0.317946195602417,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-670.4146118164062,2.7869935111081285
0.38492321968078613,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-670.3977661132812,2.7869925851702075
0.45131397247314453,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-669.7667846679688,2.7870029557100646
0.5202000141143799,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-669.7630615234375,2.786993140732886
0.5888650417327881,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-670.2540283203125,2.786981659149206
0.6554481983184814,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-669.5487670898438,2.7869925851702075
0.7190220355987549,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-669.6251831054688,2.7869827702660723
0.785797119140625,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-670.408203125,2.7869725850612883
0.8534400463104248,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-669.7159423828125,2.786972399876436
0.919914960861206,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-669.7189331054688,2.7869818443352887
0.9891390800476074,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-670.491943359375,2.786971659137272
1.0564711093902588,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-669.8075561523438,2.786982399893685
1.122331142425537,0.0,0.0,0.0,,0.0,0.6,calibrating-baseline,-669.8123168945312,2.7869827702660723
