sampleId,weightG,standardDeflectionMm,collecting,measurementMethod,detectStatus,usedPointCount,rmsePx,inlierRatio,staticAxisSource,staticPlaneTiltDeg,staticRollDeg,staticPoseRmsePx,quality,timeSec,rawMm,unscaledRawMm,filteredMm,baselineMm,deflectionCm,confidence,status,measurementPositionPx,measurementPxPerMm
sample_001_200g,200.0,0.72,1,target-local-scale,fallback-aruco,20,0.17783379554748535,1.0,pose,2.7643467162435997,3.0052495111744926,0.4063635766506195,0.9799936980009079,2.7395024140675863,0.6811930771884381,0.6811930771884381,0.7310681757090511,299.39851476139773,0.07310681757090512,0.6,tracking:static-pose,424.7715148925781,2.274520964422433
sample_001_200g,200.0,0.72,1,target-local-scale,fallback-aruco,20,0.18206742405891418,1.0,pose,2.85768303261545,3.0084235599683598,0.4017448127269745,0.9795174147933721,2.7728357474009195,0.6862181072650716,0.6862181072650716,0.7310681757090511,299.39851476139773,0.07310681757090512,0.6,tracking:static-pose,424.782958984375,2.274699087908524
sample_001_200g,200.0,0.72,1,target-local-scale,fallback-aruco,20,0.19138723611831665,1.0,pose,2.7658414060754914,3.0087716762606362,0.41920334100723267,0.9784689359366894,2.8061690807342528,0.7304383719394465,0.7304383719394465,0.7310681757090511,299.39851476139773,0.07310681757090512,0.6,tracking:static-pose,424.8836669921875,2.2759659999448685
sample_001_200g,200.0,0.72,1,target-local-scale,fallback-aruco,20,0.18549059331417084,1.0,pose,2.8175808325964207,3.0112254405459593,0.40355154871940613,0.9791323082521557,2.839502414067586,0.7273563534924445,0.7273563534924445,0.7310681757090511,299.39851476139773,0.07310681757090512,0.6,tracking:static-pose,424.87664794921875,2.2755785187502435
sample_001_200g,200.0,0.72,1,target-local-scale,fallback-aruco,20,0.18999624252319336,1.0,pose,2.812199189684079,3.0121284717326624,0.4100956916809082,0.9786254227161406,2.872835747400919,0.7302239706561767,0.7302239706561767,0.7310681757090511,299.39851476139773,0.07310681757090512,0.6,tracking:static-pose,424.8831787109375,2.275887208823942
sample_001_200g,200.0,0.72,1,target-local-scale,fallback-aruco,20,0.18184393644332886,1.0,pose,2.7584672163552137,3.009954470384946,0.4088149666786194,0.9795425571501255,2.9061690807342524,0.7066934298173276,0.7066934298173276,0.7310681757090511,299.39851476139773,0.07310681757090512,0.6,tracking:static-pose,424.82958984375,2.2754555599498936
sample_001_200g,200.0,0.72,1,target-local-scale,fallback-aruco,20,0.17921800911426544,1.0,pose,2.7628548959975623,3.010917183119158,0.4034801125526428,0.979837973974645,2.9395024140675856,0.7052998214760745,0.7052998214760745,0.7310681757090511,299.39851476139773,0.07310681757090512,0.6,tracking:static-pose,424.826416015625,2.275273368331163
sample_001_200g,200.0,0.72,1,target-local-scale,fallback-aruco,20,0.17907702922821045,1.0,pose,2.7701162193657116,3.008909729138227,0.40677371621131897,0.9798538342118264,2.972835747400919,0.6911627368604789,0.6911627368604789,0.7310681757090511,299.39851476139773,0.07310681757090512,0.6,tracking:static-pose,424.7942199707031,2.2754607446911934
sample_001_200g,200.0,0.72,1,target-local-scale,fallback-aruco,20,0.18209926784038544,1.0,pose,2.7595960324753,3.0079378510144634,0.40550029277801514,0.9795138323679566,3.006169080734252,0.6916987400686532,0.6916987400686532,0.7310681757090511,299.39851476139773,0.07310681757090512,0.6,tracking:static-pose,424.7954406738281,2.2752254799840776
sample_001_200g,200.0,0.72,1,target-local-scale,fallback-aruco,20,0.18293419480323792,1.0,pose,2.8005007717712087,3.008620194980772,0.39828068017959595,0.9794199030846358,3.0395024140675853,0.705541022919753,0.705541022919753,0.7310681757090511,299.39851476139773,0.07310681757090512,0.6,tracking:static-pose,424.82696533203125,2.275612347096336
