sampleId,frameCount,validFrameCount,deflectionMeanMm,deflectionP50Mm,deflectionP05Mm,deflectionP95Mm,deflectionStdMm,deflectionRangeMm,deflectionSlopeMmPerSec,driftMmPerMin,validRate,confidenceMean,qualityMean,weightG,standardDeflectionMm,phoneMinusStandardMm
sample_001_500g,80,80,1.2854243770697538,1.2854243770697535,1.2854243770697535,1.2854243770697535,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.5999999999999999,0.9691736864903941,500.0,1.42,-0.13457562293024616
sample_002_1000g,80,80,2.798074700536277,2.7980747005362776,2.7980747005362776,2.7980747005362776,4.440892098500626e-16,0.0,3.370606463907453e-33,2.0223638783444717e-31,1.0,0.5999999999999999,0.9678982026036828,1000.0,3.01,-0.21192529946372263
sample_003_1500g,80,80,4.273389236455359,4.27338923645536,4.27338923645536,4.27338923645536,8.881784197001252e-16,0.0,2.154822580650188e-32,1.2928935483901128e-30,1.0,0.5999999999999999,0.9676826909650117,1500.0,4.6,-0.32661076354464047
sample_004_2000g,80,80,5.869385995767965,5.844352572930532,5.844352572930532,6.044619955629989,0.06623221129257037,0.2002673826994572,0.0070119303244163145,0.4207158194649789,1.0,0.5999999999999999,0.9683849907666445,2000.0,6.19,-0.3206140042320351
sample_005_2500g,80,80,7.23573400894954,7.3265638713313255,7.124719732705135,7.3265638713313255,0.1004161910933335,0.20184413862619088,0.015909007141599502,0.9545404284959701,1.0,0.5999999999999999,0.9698416496161372,2500.0,7.26,-0.024265991050460123
sample_006_3000g,80,80,8.702812661412436,8.629973294329488,8.629973294329488,8.830909479385893,0.09659446747369171,0.20093618505640443,0.01474084925940765,0.884450955564459,1.0,0.5999999999999999,0.96975760565605,3000.0,8.91,-0.20718733858756444
sample_007_4020g,80,80,10.951986301546956,10.951986301546958,10.951986301546958,10.951986301546958,1.7763568394002505e-15,0.0,0.0,0.0,1.0,0.5999999999999999,0.8974148179870098,4020.0,12.02,-1.0680136984530435
sample_008_3499g,80,80,11.604360907612385,11.604360907612383,11.604360907612383,11.604360907612383,1.7763568394002505e-15,0.0,1.246814869098779e-32,7.480889214592674e-31,1.0,0.5999999999999999,0.9008284805505535,3499.0,10.525,1.0793609076123847
sample_009_5000g,80,80,14.418426501268891,14.441008954427048,14.240276037465676,14.441008954427048,0.06342771085211574,0.2007329169613712,0.006285513743710828,0.3771308246226497,1.0,0.5999999999999999,0.8965205076849088,5000.0,13.94,0.47842650126889197
sample_010_4938.2g,80,80,15.495747383543378,15.495747383543378,15.495747383543378,15.495747383543378,0.0,0.0,0.0,0.0,1.0,0.5999999999999999,0.8997969818580895,4938.2,10.0,5.495747383543378
sample_011_4866.8g,80,80,14.202696595972082,14.180131573082061,14.180131573082061,14.380709554326689,0.0633787541688222,0.20057798124462778,0.005934391402998161,0.35606348417988964,1.0,0.5999999999999999,0.8982031568875536,4866.8,10.235,3.9676965959720825
sample_012_4741.4g,80,80,14.87007735343963,14.870077353439632,14.870077353439632,14.870077353439632,1.7763568394002505e-15,0.0,1.3672922748056281e-32,8.203753648833768e-31,1.0,0.5999999999999999,0.8998041607486084,4741.4,1.0,13.87007735343963
