sampleId,weightG,standardDeflectionMm,collecting,collectionFilteredMm,measurementMethod,detectStatus,usedPointCount,rmsePx,inlierRatio,staticAxisSource,staticPlaneTiltDeg,staticRollDeg,staticPoseRmsePx,quality,timeSec,rawMm,unscaledRawMm,filteredMm,baselineMm,deflectionCm,confidence,status,measurementPositionPx,measurementPxPerMm
sample_001_5015.7g,5015.7,14.43,1,14.129577952065238,target-local-scale,fallback-aruco,12,0.19676297903060913,1.0,pose,5.210768715087526,1.8040996969950767,0.28785204887390137,0.8978641648590565,17.277901903788266,14.129577952065238,14.129577952065238,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.67919921875,1.769247161859112
sample_001_5015.7g,5015.7,14.43,1,14.118264122755605,target-local-scale,fallback-aruco,12,0.20193742215633392,1.0,pose,5.236563435659551,1.8002887108013848,0.29668113589286804,0.8972820400074124,17.3112352371216,14.10695029344597,14.10695029344597,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.6390991210938,1.7693156754309642
sample_001_5015.7g,5015.7,14.43,1,14.11373170285561,target-local-scale,fallback-aruco,12,0.20087699592113495,1.0,pose,5.254679060692357,1.7969560310814672,0.29525065422058105,0.8974013379588722,17.344568570454935,14.112598597880611,14.112598597880611,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.6491088867188,1.7692880603900216
sample_001_5015.7g,5015.7,14.43,1,14.113785086220691,target-local-scale,fallback-aruco,12,0.19670505821704865,1.0,pose,5.248159136394557,1.7964307893299292,0.2893926203250885,0.897870680950582,17.37790190378827,14.113390738136689,14.113390738136689,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.6505126953125,1.7691302980114714
sample_001_5015.7g,5015.7,14.43,1,14.114543818822492,target-local-scale,fallback-aruco,12,0.20013776421546936,1.0,pose,5.243971731025385,1.7954625490646121,0.2934395968914032,0.8974845015257596,17.411235237121605,14.123654120585003,14.123654120585003,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.668701171875,1.7685749953427528
sample_001_5015.7g,5015.7,14.43,1,14.114227651537675,target-local-scale,fallback-aruco,12,0.20194938778877258,1.0,pose,5.260946117019056,1.7904966512358433,0.2957683801651001,0.8972806938737631,17.44456857045494,14.124308497318285,14.124308497318285,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.6698608398438,1.7685788731958452
sample_001_5015.7g,5015.7,14.43,1,14.116681908696288,target-local-scale,fallback-aruco,12,0.20428070425987244,1.0,pose,5.258206719399438,1.7874188056360878,0.29966869950294495,0.8970184207707643,17.477901903788275,14.116111567711913,14.116111567711913,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.6553344726562,1.7686194425246669
sample_001_5015.7g,5015.7,14.43,1,14.114315820192264,target-local-scale,fallback-aruco,12,0.206210196018219,1.0,pose,5.207759669051637,1.7843981347965947,0.3054444193840027,0.8968013529479503,17.51123523712161,14.07316378948021,14.07316378948021,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.5792236328125,1.769037773093865
sample_001_5015.7g,5015.7,14.43,1,14.108781859481542,target-local-scale,fallback-aruco,12,0.1774364411830902,1.0,pose,5.22216247861124,1.781997961365289,0.2694450318813324,0.9000384003669023,17.544568570454945,14.02115805962466,14.02115805962466,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.487060546875,1.769059560348438
sample_001_5015.7g,5015.7,14.43,1,14.079301154420778,target-local-scale,fallback-aruco,12,0.2034038007259369,1.0,pose,5.234023353571549,1.7868437496020184,0.3009975850582123,0.897117072418332,17.57790190378828,14.077916631016677,14.077916631016677,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.587646484375,1.7695022861375662
sample_001_5015.7g,5015.7,14.43,1,14.076883404595705,target-local-scale,fallback-aruco,12,0.19597893953323364,1.0,pose,5.271231788836986,1.7850001783673497,0.29108771681785583,0.8979523693025112,17.611235237121615,14.084012666900408,14.084012666900408,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.5984497070312,1.7696450325732005
sample_001_5015.7g,5015.7,14.43,1,14.076362658479535,target-local-scale,fallback-aruco,12,0.20596392452716827,1.0,pose,5.304362101767884,1.7827085942531986,0.303500771522522,0.8968290584906936,17.64456857045495,14.107432465775755,14.107432465775755,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.6399536132812,1.7699409015933547
sample_001_5015.7g,5015.7,14.43,1,14.074664034243458,target-local-scale,fallback-aruco,12,0.19770018756389618,1.0,pose,5.188454616358974,1.792220752483644,0.2945251762866974,0.8977587288990617,17.677901903788285,14.0448533855456,14.0448533855456,14.00159980452133,500.5103746647779,1.400159980452133,0.6,tracking:static-pose,597.529052734375,1.7699089352064483
